ID;Imei;Device;
8984;35274000;ZTE A810;
8985;35274100;Eastcom P900 / GPRS;
8986;35274200;Motorola AC2-41C11;
8987;35274400;Motorola MC3-41F11;
8988;35274600;Motorola AC2-41C11;
8989;35274700;Motorola MC3-41D13;
8990;35278200;G-Hanz Valerie EG755;
8991;35279500;Hewlett Packard iPaq 6365;
8992;35279900;Tel.Me T919i;
8993;35280000;Tel.Me T918;
8994;35280200;Telsda GE618;
8995;35281600;Xiamen VK310;
8996;35281700;Guo Wei NiN520;
8997;35282000;Telson TDG7060;
8998;35282100;CSL Dualcom / Oasis;
8999;35282400;Voxson Oscar MDMK1 Data Modem;
9000;35283900;ZTE E790;
9001;35284000;ZTE E792;
9002;35284100;Systex XG722;
9003;35284500;Samyang I-800;
9004;35284600;J & H Telecom JMS110;
9005;35284900;Taiwan Telecommunication Industry TCU-100 Fixed Cellular Unit;
9006;35285300;Sewon SRD-200;
9007;35286900;Feton FG-610;
9008;35287000;Feton FG-510;
9009;35287300;Autoliv P1A;
9010;35287400;Autoliv P1B;
9011;35287600;Systex XG966;
9012;35288100;XCOM MCT-V3.0;
9013;35289800;Jablotron JA-60GSM / CA-140 / GSM-02;
9014;35290900;GigaSysNet GSP100;
9015;35292300;Telsda E8;
9016;35292400;SangFei SED AT6680;
9017;35292500;SangFei SED AT8180;
9018;35297800;Lenovo G620c;
9019;35298200;Falt KONE Direct;
9020;35298500;TSL Halbleiter Mobi-Click Compact;
9021;35299700;Global Sun GPRS / WiFi Card;
9022;35299800;CellStar G1881;
9023;35300000;Futaihong CS3;
9024;35300100;Unitronic Socket GSM / GPRS Modem UNSGSM;
9025;35300400;Guo Wei AUX K7;
9026;35301100;Wide Telecom China Data Technology;
9027;35301400;Samsung SGH-X100A;
9028;35301500;Samsung SGH-X100A;
9029;35301600;Samsung SGH-E100A;
9030;35301800;NovaTel Merlin U530;
9031;35302000;Innostream innostream 89;
9032;35302300;SangFei OKWAP910;
9033;35302500;Trium Geo;
9034;35302900;Group Sense X-PRO P168;
9035;35303000;High Tech. Computer Qtek 9090;
9036;35303200;Emerging Technologies Smobile s308 Camera Phone;
9037;35303400;Toplux EG220;
9038;35303700;Xiamen VK320;
9039;35304000;Futaihong CS3;
9040;35304100;Telsda LR007;
9041;35304600;Newgen N525;
9042;35304800;Funkanlagen A2D-SI-900 / 1800-G10;
9043;35304900;Funkanlagen C2D-900 / 1800-y-G10;
9044;35305000;Funkanlagen C2D-SI-900 / 1800-G10;
9045;35305100;Funkanlagen I2D-900 / 1800-G10;
9046;35305200;Funkanlagen Tango G10;
9047;35305300;CellStar G1881;
9048;35306300;SangFei SED V626;
9049;35306500;Enfora GSM0107;
9050;35306900;EBS Phoenix;
9051;35307700;Fujian G168+;
9052;35308200;Sunplus SP3;
9053;35308600;Dr. Neuhaus SECUTRAC;
9054;35308800;Ulycom PG303;
9055;35308900;Ulycom PG305;
9056;35309000;Charm Chase S689;
9057;35309100;Dr. Neuhaus TAINY GPRS-VMOD;
9058;35309200;IPWireless Wireless Broadband Modem;
9059;35309400;Xiamen VK310;
9060;35309500;Xiamen VK330;
9061;35309600;Xiamen VK500;
9062;35309800;Centel CMOS-2D;
9063;35310000;Youare Sola TommyCom 989;
9064;35311100;Motorola MQ3-4411C11;
9065;35313700;Sewon SGD-1010;
9066;35313800;Sewon SGD-102;
9067;35314100;Aroma A800;
9068;35314200;Innostream INNO 89;
9069;35314300;Innostream INNO 99;
9070;35314600;Elkey Thera Modem;
9071;35314800;High Tech. Computer ST10A;
9072;35314900;Feton Lexus 210B;
9073;35315000;Elkey TT-3710A;
9074;35315300;Neonode N1m;
9075;35315500;Symbol Technologies MC9062-xxA / MC9002-xxA;
9076;35315600;Symbol Technologies MC9062-xxA / MC9002-xxA;
9077;35316800;Group Sense X-PRO P168;
9078;35316900;Zhongtian ZTC-768;
9079;35317600;Telsda LR008;
9080;35317800;Telsda Gionee 508;
9081;35318500;Sofrel S500 / BOX;
9082;35319200;Chabridge VK510;
9083;35319300;Chabridge VK520;
9084;35319400;Chabridge VK550;
9085;35319800;Codacom AG280;
9086;35319900;Vemaco Electronics Fleetmodem / BlueBird / Xtrack;
9087;35320100;Sendo Amuzo Estilo;
9088;35320200;Sendo Amuzo Talento;
9089;35320400;ZTE E798;
9090;35320500;ZTE SMART388B;
9091;35320600;ZTE SMART388C;
9092;35320800;Eldis Protank 2000;
9093;35321500;Wistron G11;
9094;35322100;Telsda T18+;
9095;35323200;O2 X2;
9096;35323900;Enfora GSM0108;
9097;35324800;Way Telecom YG-100;
9098;35324900;Hongdian H7100 DTU;
9099;35325200;Guo Wei NiN 520;
9100;35325400;SangFei SED 838+;
9101;35325600;Telsda Gionee 508;
9102;35325700;Cal-Comp WGH301 / PC5880;
9103;35325800;Telsda TD8;
9104;35326000;Yinvestment PD58;
9105;35326400;SGC Technologies MG605;
9106;35326600;TOP GT720;
9107;35326700;Enfora GSM0107-01;
9108;35326800;Enfora GSM0108-01;
9109;35326900;TOP U80;
9110;35327000;Zetta A55;
9111;35328000;TOP GT7920;
9112;35328100;TOP GT7910i;
9113;35328300;Telson TDG7080;
9114;35328900;Sewon SG 2800;
9115;35329100;Wavecom Q2403A;
9116;35329200;Wavecom Q2406A;
9117;35329300;Wavecom Q2406B;
9118;35329600;Wavecom Q2400A;
9119;35330100;El Fouad MUTEC M11;
9120;35330200;El Fouad MUTEC M20;
9121;35330300;El Fouad MUTEC M30;
9122;35330400;Hitachi HTG-989;
9123;35330500;Hitachi HTG-990;
9124;35331000;Ulycom XG-3US Racer;
9125;35331300;Orange SPV C500;
9126;35331500;Telsda T218;
9127;35331600;Energy ICT WebRTU / RTU+;
9128;35332600;Feton Palmax TG5E;
9129;35333800;Webook Information Technology SED ULT-708;
9130;35333900;Sino Electronics T55;
9131;35334400;Guo Wei U89;
9132;35334500;Guo Wei U88;
9133;35334600;Guo Wei U86;
9134;35340800;Sewon SG-2890CD;
9135;35340900;Sewon SG-2320CD;
9136;35341600;Sierra Wireless AirCard 800;
9137;35342600;Bellwave ELIYA PD58;
9138;35342800;Sewon SGD-101;
9139;35342900;Sewon SGD-103;
9140;35343000;Sewon SGD-106;
9141;35343100;Sewon SGD-1000;
9142;35343900;Orange 6630;
9143;35344000;Wang Sing Electronic T31i-A+;
9144;35344100;Wang Sing Electronic Always C-101;
9145;35344200;Wang Sing Electronic Always C-102;
9146;35344500;ZTE A100+;
9147;35344600;ZTE A300C;
9148;35344700;Wan Zhong Soyea V8;
9149;35345100;SangFei SED 838+;
9150;35345400;SangFei SED V619;
9151;35345500;TelePaq TM700;
9152;35345800;Sunplus SP23;
9153;35345900;Webook Information Technology ROWA 988;
9154;35346200;Braemac Telemetry Sys;
9155;35346300;Guo Wei T68;
9156;35347100;Iskraemeco ECL MT423;
9157;35347200;ACTL eWON;
9158;35347600;Silverstar M2M-Arrow-G;
9159;35347700;Codacom GC801;
9160;35348000;Wang Sing Electronic Always C-201;
9161;35349200;Group Sense Xplore G88;
9162;35349300;Ubi Lab SD3C;
9163;35349900;Bausch InduBox GPRS;
9164;35350700;Tresor Data Polaris P318C;
9165;35352900;Enfora GSM1208;
9166;35353000;Enfora GSM1218;
9167;35353100;Enfora GSM2208;
9168;35353200;Enfora GSM2308;
9169;35353300;Enfora GSM3208;
9170;35353600;iMOBILE 306;
9171;35353700;Telsda GW1618;
9172;35355700;Codacom GC800;
9173;35356000;Chabridge VK500N;
9174;35356100;Chabridge VK530;
9175;35357000;Wistron ST100;
9176;35357400;ASUSTeK GEM02A;
9177;35357500;Wonu Telecom WGM1893C;
9178;35357600;Vitaphone Vitaphone 1300 / 2300;
9179;35358100;Wintecronics Internet Flyer;
9180;35359500;Chabridge VK580;
9181;35359900;Guo Wei TP U8600;
9182;35360800;G.Plus GT88;
9183;35361100;Emerging Technologies SG7686;
9184;35361500;ETOP GM888;
9185;35363100;Guo Wei A838 (TP-A838);
9186;35363200;SunCorp S188;
9187;35363300;SunCorp S988;
9188;35363700;Zhongtian ZTC-163;
9189;35365400;Tresor Data Pegasus D629C;
9190;35366000;Schlumberger Payphones SAS Access / Grafit / Dextel;
9191;35369300;Vitelcom VM7-TSM7;
9192;35369400;W M Rendszerhaz GSM Communicator MZ / X;
9193;35370100;Ezze Mobile ESL 500;
9194;35370400;CCT C6388;
9195;35370600;DBTel Cupid;
9196;35370700;Codacom C300;
9197;35370800;Feton Fuji T710;
9198;35370900;Feton Alps A618;
9199;35371600;Teles iGATE;
9200;35372000;Wonu Telecom WGM1898A;
9201;35372100;Adajia H8201;
9202;35372200;Adajia H820H;
9203;35372300;Adajia K1-SUPER-1000;
9204;35372400;Adajia K8-SUPER-800S;
9205;35372500;Adajia K9-SUPER-1400;
9206;35372600;Adajia H820F1;
9207;35372700;Adajia H820G;
9208;35372800;G-Tank Benten 613;
9209;35373200;Ezze Mobile E52RCT;
9210;35373300;Ezze Mobile VK600;
9211;35373500;Nera Satcom BGAN PUT;
9212;35374300;LG 2200;
9213;35374400;Telsda Gionee 303B;
9214;35374500;SangFei SED S100;
9215;35374600;Zhongtian ZTC-288;
9216;35375000;Ezze Mobile Q89;
9217;35380500;Telsda T-23;
9218;35380600;Telsda T-31i;
9219;35380700;Soutec V6;
9220;35380900;CCT C6688;
9221;35381100;CATS Module MO110D;
9222;35381800;Apex AX-200;
9223;35382100;Wavecom Q2406A-C;
9224;35382200;Wavecom Q2406B-C;
9225;35382400;New East Star SED T606+;
9226;35382600;Cal-Comp REX-100;
9227;35382800;Thales Artema;
9228;35382900;Systex XG766;
9229;35383000;Guo Wei U69;
9230;35383100;Bellwave BPP-CL100;
9231;35383200;Guo Wei U66;
9232;35383300;SangFei SED V633;
9233;35383400;Telsda TD-9;
9234;35383500;Guo Wei A320;
9235;35383800;Guo Wei U68;
9236;35384100;SunCorp T308;
9237;35384400;Way Telecom YG-110;
9238;35384500;Sanyo S750;
9239;35384800;Everwish Palmax TG268;
9240;35385000;Ezze Mobile KPT SD568;
9241;35385400;SangFei SED X700;
9242;35385700;Telsda Gionee 628;
9243;35392000;OPTION Globetrotter Fusion;
9244;35392500;Ezze Mobile HG7000;
9245;35393000;Guo Wei S518;
9246;35393600;Mytop BW699;
9247;35393800;Newgen C620;
9248;35394500;Telsda E218;
9249;35394800;Bellwave ELIYA;
9250;35395000;TOP GT9000;
9251;35395100;TOP GT7970;
9252;35395400;Silentoil A60;
9253;35396000;Etom VSK6000;
9254;35396200;Guo Wei TP600;
9255;35396500;SiS Qool Q108;
9256;35397800;Ezze Mobile VK610;
9257;35398200;Splin GPRS-Bingo;
9258;35398400;TOP E518;
9259;35398600;Innostream 55;
9260;35399500;IWOW ITMC401;
9261;35399800;Extra Large EVC Exipnada 5;
9262;35400100;Globe Staff GeoCell and SimTrace;
9263;35400400;Yenhwong YH 555;
9264;35400500;Emerging Technologies Phosphor;
9265;35401900;Telsda GN518;
9266;35402100;Ezze Mobile Hyundai HG5000;
9267;35402600;Teltest iDL301;
9268;35402700;Triorail TR:3 / TR:A55;
9269;35403000;SangFei iA100;
9270;35403400;IPWireless Wireless Broadband Modem LK;
9271;35403500;IPWireless Wireless Broadband Modem NF;
9272;35403800;Tecnologia GPS AVL 220 / 221;
9273;35404200;Geo GC688;
9274;35404300;Quasar SmartCell 111L / 212 / 311;
9275;35404400;Arbitron WL / GSM Hub / WL / GSM Hub Locator;
9276;35405100;Bluewinc BG-A308;
9277;35405300;Ezze Mobile Haixin Q83;
9278;35405500;Ezze Mobile S7410 (Smile);
9279;35405600;Wavecom M1306B;
9280;35405800;Chabridge VK518;
9281;35406100;NovaTel Merlin U520;
9282;35408600;Systex XG799;
9283;35408900;Codacom C203;
9284;35409000;Codacom C400;
9285;35409100;Codacom C500;
9286;35409200;Wavecom Q2406;
9287;35409400;Enfora GSM0110;
9288;35410200;Zhongtian ZTC-318;
9289;35410400;Erco & Gener GSM ACE Indus;
9290;35410500;Erco & Gener GSM NR Indus;
9291;35410600;Erco & Gener Gen Smi;
9292;35410800;Wang Sing Electronic Always C-301;
9293;35411400;Bellwave ELIYA PD101A;
9294;35411500;Bellwave ELIYA PD101B;
9295;35411900;Telsda T608;
9296;35412900;Guo Wei I688;
9297;35413000;Semiconductores Investigacion y Diseno MoviFriend;
9298;35413300;Amstrad S580;
9299;35413800;CCT C3368;
9300;35420100;ONDA N2020;
9301;35427100;IXI Ogo CT-17;
9302;35428200;Xplore M28;
9303;35441700;Medion MD 95100;
9304;35442700;Palm Treo 650;
9305;35443100;Wavecom GPS-Solar;
9306;35452900;Hewlett-Packard 7100T;
9307;35453000;Gradiente Eletr+?nica S/A Neo Cam;
9308;35454700;Beijing S700c;
9309;35457700;Telular SX6P-300G;
9310;35459200;Sierra Wireless PC CARD;
9311;35459500;Huawei U626;
9312;35462600;NovaTel Merlin U630;
9313;35464900;T-Mobile SDA;
9314;35465000;O2 Xphone II;
9315;35465100;T-Mobile SDA;
9316;35468700;Wavecom Q2406B;
9317;35468800;Quanta DP900;
9318;35469000;Newgen C800;
9319;35471100;Yamah 858;
9320;35477000;O2 X4;
9321;35481900;O2 PocketPC;
9322;35489400;iMOBILE 602;
9323;35492100;Beko B530;
9324;35494600;VK Corporation 900;
9325;35496200;High Tech. Computer O2;
9326;35496600;Innostream INNO A10;
9327;35496900;Newgen T-ONE;
9328;35498500;Sanyo S750;
9329;35506600;Hewlett Packard 6515;
9330;35515600;Research BB7100;
9331;35516300;Telemar A52;
9332;35516400;Siemens A52;
9333;35516500;Siemens A 52;
9334;35517400;Samsung SGH-X468;
9335;35517500;ONDA N3020;
9336;35517700;i-Mate PDA 2;
9337;35519500;O2 XDA Exec;
9338;35520000;OPTION GlobeTrotter COMBO EDGE;
9339;35520100;OPTION GlobeTrotter 3G;
9340;35524200;lenovo 608;
9341;35528500;ONDA N3030;
9342;35544700;iMOBILE 603;
9343;35545800;Samsumg SGH-D508;
9344;35548100;Ar?elik AC630;
9345;35552000;G-star GM301;
9346;35558200;Acer V360;
9347;35558300;SISTECK CT1;
9348;35562000;Vodafone 902T;
9349;35562200;MYWAY MW100;
9350;35564000;SonyEricsson W800i;
9351;35570600;Panasonic SC3;
9352;35573800;Jablotron GDP-02;
9353;35580800;Ktech V3x;
9354;35585000;Gradiente GCL-1;
9355;35591200;i-Mate JAM;
9356;35596100;O2 XM;
9357;35596800;Mobile from Advance MP300;
9358;35597800;Fela 960;
9359;35603100;Vitelcom TSM1;
9360;35603200;Pantech way;
9361;35603400;Sewon Mobile Shot SRS 3300;
9362;35607600;AIRAM M340;
9363;35609200;Ar?elik AC831;
9364;35612100;AK Telecom AK-S1;
9365;35613200;Merlin U 630;
9366;35613400;4P MDZ;
9367;35613500;T-Mobile SDA II;
9368;35615100;Innostream P10;
9369;35619800;iMOBILE 606;
9370;35627300;iMOBILE 603;
9371;35629500;High Tech. Computer Tornado;
9372;35629600;High Tech. Computer Faraday;
9373;35629700;High Tech. Computer Tornado;
9374;35629800;i-Mate SP5;
9375;35634400;China A12;
9376;35637400;lenovo i717;
9377;35637500;Innostream A20;
9378;35637800;Cingular Cingular 8125;
9379;35637900;Dopod 838;
9380;35638000;Orange SPV M3000;
9381;35638100;QTEK 9100;
9382;35638200;High Tech. Computer MDA;
9383;35638300;O2 XDA Mini S;
9384;35638400;Qtek 9100;
9385;35638500;Huawei U636;
9386;35641100;Huawei U626;
9387;35641800;China T138;
9388;35652300;iMOBILE 504;
9389;35652400;Bellwave NEO 100;
9390;35653700;Orange C600;
9391;35653900;Samsung bst0867se;
9392;35655700;GIGABYTE g-Smart i;
9393;35669400;Wistron W800i;
9394;35670900;Vodafone 903T;
9395;35674000;ASUS V66;
9396;35674100;GStar GM208;
9397;35674900;ONDA N5000;
9398;35678300;ONDA N4000 Black Sea;
9399;35684900;H3G pupillo;
9400;35690000;Samsung E335;
9401;35693600;OPTION Fusion+;
9402;35701900;TPH 1GR1000;
9403;35702500;Beko AC941i;
9404;35703700;T-Mobile MDA Compact II;
9405;35713000;Huawei E620;
9406;35713800;Samsumg SGH-E530;
9407;35716100;Gradiente GF600;
9408;35717000;ONDA N1010;
9409;35729200;MYWAY Allure;
9410;35730800;O2 XDA mini;
9411;35734000;China X808;
9412;35734500;Amio MOS1;
9413;35741300;Hewlett-Packard HW6515a;
9414;35742500;djfemg 9527;
9415;35744300;SonyEricsson W550i;
9416;35744500;Ericsson W600;
9417;35744600;SonyEricsson w600i;
9418;35745000;Samsung X480i;
9419;35745600;Siemens CF75;
9420;35745700;Samsung D357;
9421;35746800;Toshiba TS10;
9422;35753900;ZTE F866;
9423;35755300;O2 XDA Atom;
9424;35756100;Telsda T909;
9425;35780600;Sierra Wireless AC860;
9426;35780700;Sierra Wireless Aircard 850;
9427;35784000;ONDA N5020;
9428;35786900;Bellwave F108;
9429;35787000;Gradiente GF910;
9430;35803100;Beko BC840;
9431;35806500;Hewlett Packard iPAQ rw 6828;
9432;35810800;Beko AC940i;
9433;35814600;T-Mobile SIDEKICK 3;
9434;35814800;Vodafone 904SH;
9435;35816700;Qtek S300;
9436;35818200;Taitung Smartphone;
9437;35818400;Hewlett Packard HW6515;
9438;35829300;Malata M696;
9439;35840800;Lenovo E320;
9440;35842300;Toshiba 904T;
9441;35842400;Symbol Technologies MC70;
9442;35850700;Palm TREO 650;
9443;35863500;Sierra Wireless MC8755;
9444;35865700;Vinaphone V33;
9445;35866100;NovaTel U 740;
9446;35869500;Inventec MDC Mercury I;
9447;35874900;Beko AC841;
9448;35910900;Samsung SGH-E530;
9449;35911200;Nokia 7610;
9450;35927500;4P 5s;
9451;35942900;Samsumg SGH-D828;
9452;35960500;Samsumg T309;
9453;35970800;ZTE A19;
9454;35985600;Samsumg T509;
9455;44000000;T-Mobile MDA Vario (NL);
9456;44001500;LG CU320;
9457;44191900;Siemens C35i;
9458;44235100;Orbitel MPU-900-UK;
9459;44239800;Panasonic EU 1000;
9460;44242400;Ericsson Hotline GM120;
9461;44245000;Orbitel Mobiltelefon 334;
9462;44250200;Orbitel Lisa 9010;
9463;44253800;Samyang T100;
9464;44262700;Orbitel MPU-921-D;
9465;44262800;Orbitel MPU-931-F;
9466;44262900;Orbitel TMU-901-UK;
9467;44271500;Panasonic EU1100;
9468;44271600;Motorola Microtac International 5080;
9469;44274200;Motorola Microtac International 5200;
9470;44275500;Siemens A11;
9471;44276800;Mercury M200;
9472;44279500;Motorola Storno CD520;
9473;44279600;Motorola Storno CD508;
9474;44282300;Motorola TMN 5200;
9475;44282400;Motorola TMN 5080;
9476;44282900;Motorola Pinball / M300;
9477;44283000;Motorola D2 Privat 4012;
9478;44284100;Panasonic EU2000;
9479;44284400;Panasonic Vodafone Model GSM50;
9480;44285300;Motorola Arthur 2 Watt;
9481;44285400;CarTel SC;
9482;44287500;Motorola SIP GSM;
9483;44288200;NEC G1;
9484;44288300;Motorola International 7200;
9485;44290600;Motorola Arthur 0.8 Watt;
9486;44291000;Motorola Stet Hellas;
9487;44293100;Orbitel 902 Pocket Phone;
9488;44293300;Motorola France Telecom 0.8 Watt;
9489;44293400;Motorola France Telecom Lisa P9026;
9490;44298900;Nokia 2140;
9491;44299600;Motorola SIP GSM;
9492;44299700;Motorola D1 Telekom 529;
9493;44299800;Motorola D2 Privat 4013;
9494;44299900;Motorola France Telecom Lisa P9220;
9495;44300300;Pioneer PCC-D710;
9496;44300400;Pioneer PCC-D700;
9497;44300500;Pioneer 0.8W Thick;
9498;44300600;Motorola PL08TK;
9499;44300700;Motorola PL20TK;
9500;44300800;Motorola PL20TN;
9501;44300900;Motorola BL20TN;
9502;44301000;Motorola NA08TK;
9503;44301100;Motorola NA20TK;
9504;44301200;Motorola NA20TN;
9505;44301300;Motorola Roadstar 7090;
9506;44301400;Motorola Roadstar 7095;
9507;44301500;Orbitel TPD-901-UK;
9508;44302200;Bosch Cartel SC 0.8G1.0;
9509;44302300;Bosch Cartel SL 2G2;
9510;44302600;Motorola Storno CD720;
9511;44302700;Motorola Stet Hellas;
9512;44303300;Panasonic TBK / Model Euro;
9513;44305000;Motorola M301;
9514;44307000;Motorola MR1;
9515;44322500;Motorola EM1 PT9 PT9-S;
9516;44333500;Motorola SIP Euro Gold;
9517;44334700;Dancall M-600;
9518;44344100;Motorola 6200 Surf;
9519;44357400;Dancall HP2614;
9520;44359800;Pioneer PCC-L100;
9521;44379700;Audiovox PCN-680;
9522;44383600;Dancall HP2631;
9523;44389200;Motorola Flare Plus;
9524;44395400;Motorola MP1-1A11;
9525;44399600;Siemens S6;
9526;44404200;Motorola B310 (Surf DCS);
9527;44404900;Motorola StarTAC 80;
9528;44405300;Motorola PCN780;
9529;44407100;Dancall HP2618;
9530;44409700;Philips Spark;
9531;44410200;Motorola B310 (Surf DCS);
9532;44421500;Siemens S6;
9533;44423600;Philips Twist;
9534;44455400;Motorola Storno CD330;
9535;44455500;Bosch Cartel S 2G2.0;
9536;44455600;Motorola International 3300;
9537;44478800;Motorola International 8200;
9538;44478900;Motorola Storno CD820;
9539;44485700;Panasonic g520;
9540;44485800;Panasonic G300;
9541;44497600;Motorola D1 Club;
9542;44500000;Motorola 2200;
9543;44505000;Bosch M-COM 714;
9544;44505100;Motorola 6200;
9545;44512600;Pioneer PCC-D500;
9546;44512700;Bosch M-COM 214;
9547;44519900;Siemens S4 S4Power;
9548;44520000;Siemens Sony CMD-X1000;
9549;44522900;Siemens S3com S3plus;
9550;44525400;Motorola International 7500;
9551;44533700;Audiovox GSM-650;
9552;44533800;Dancall HP2703;
9553;44533900;Dancall HP2701;
9554;44534000;Samsung SGH-100;
9555;44546800;Motorola TX770;
9556;44546900;Pioneer PCC-D715;
9557;44548400;Dancall HP2611;
9558;44548500;Dancall HP2612;
9559;44548600;Dancall HP2613;
9560;44552500;Motorola Roadstar 7085;
9561;44556400;Panasonic G400;
9562;44556900;Panasonic G400;
9563;44567900;Orbitel 905;
9564;44570700;Telular Phonecell SX;
9565;44573700;OKI GT1;
9566;44573800;Dancall HP2711;
9567;44575700;Dancall M-200;
9568;44575800;Dancall M-100;
9569;44576500;Dancall HP2713;
9570;44576600;Audiovox GSM-680;
9571;44577800;Siemens M1;
9572;44578800;Siemens M1;
9573;44580900;Motorola Handset 3910 Carkit 3910;
9574;44582800;Dancall DI-519;
9575;44582900;Dancall HP2717;
9576;44584100;NEC MP5J1C1;
9577;44600600;NEC Pocket Max;
9578;44600700;Orbitel 903 Handy;
9579;44601900;Orbitel 907 Data;
9580;44602000;Bosch M-COM 235;
9581;44605700;Motorola 8200E;
9582;44607200;Motorola International 8400;
9583;44611500;Panasonic Microlin GSM;
9584;44611600;Panasonic BT Roamer 700;
9585;44614500;Siemens S10 active;
9586;44615700;Panasonic G350 / EB-G350;
9587;44615800;Motorola 8500;
9588;44618000;NEC MP5JIC2;
9589;44620300;Motorola StarTAC 80;
9590;44620500;Motorola 8200C;
9591;44632000;Orbitel Eurocom 5903;
9592;44632100;Orbitel BT Roamer 400;
9593;44640200;Bosch M-COM 206 / 216;
9594;44648300;Dancall HP2731;
9595;44649100;Philips Fizz;
9596;44651100;Bosch M-COM 406;
9597;44659200;Panasonic G500 / G501;
9598;44660100;Bosch M-COM 706 / 716;
9599;44662000;Motorola International 8700;
9600;44663800;Philips Fizz;
9601;44663900;Philips Fizz;
9602;44666200;Motorola International 2700;
9603;44666900;NEC MP5JIDI-1A;
9604;44671300;Philips Fizz;
9605;44671400;Philips Fizz;
9606;44671500;Philips TCD312 / 6P;
9607;44671600;Philips TCD 312 / 7P;
9608;44672300;Motorola International 6300;
9609;44678800;NEC G9;
9610;44679000;Motorola D460;
9611;44679200;Benefon Gamma;
9612;44680800;Motorola GC87;
9613;44684000;Bosch M-COM 506;
9614;44687300;Philips Spark;
9615;44688600;Telit V125;
9616;44691100;Philips TCD312 / 3K;
9617;44691200;Philips TCD312 / 6D;
9618;44691900;Siemens S6;
9619;44692000;Siemens S6;
9620;44695400;Motorola GC87C;
9621;44695500;Ericsson GO188;
9622;44700800;Philips Alphatel GSM 5550;
9623;44707000;Motorola Slimlite;
9624;44709000;Motorola D470;
9625;44709100;Aselsan 1919;
9626;44715400;Bosch M-COM 726;
9627;44717300;Bosch M-COM 906;
9628;44725200;NEC MP5J1H1;
9629;44725500;Philips TCD328;
9630;44726200;Motorola d160;
9631;44726300;Motorola d160;
9632;44726400;Motorola StarTAC 70 / 75;
9633;44726500;Motorola GC87CE;
9634;44726600;Motorola 8800 MR601;
9635;44726700;Motorola C160;
9636;44728300;Telit Galileo;
9637;44728700;Motorola 2200;
9638;44728900;Audiovox GX-200;
9639;44729300;Philips Diga;
9640;44729500;LG U8330;
9641;44733400;Telit PV150;
9642;44735500;Panasonic EB-G450;
9643;44736000;Panasonic EB-G450;
9644;44736600;Panasonic EB-G450;
9645;44736900;Motorola MG1-4D21;
9646;44737000;Motorola d170;
9647;44737100;Motorola StarTAC 70 Royale;
9648;44737200;Motorola MP1-1D12;
9649;44737300;Motorola 8900;
9650;44737400;Motorola MP1-1D13;
9651;44738200;Telit Galileo;
9652;44739900;Siemens S6;
9653;44740200;Philips Genie;
9654;44741400;NEC MP5J1G1;
9655;44747000;Siemens S10;
9656;44747100;Siemens Sony CMD-X2000;
9657;44750200;Philips Genie;
9658;44751500;Siemens E10D / E;
9659;44751600;Siemens S6 Classic;
9660;44757800;Telular Phonecell SX;
9661;44759000;Siemens S6 / S8 Special;
9662;44762400;Motorola T70;
9663;44767900;Philips Twist / Tinto;
9664;44773400;Bosch M-COM 207;
9665;44773500;Voxson Targa;
9666;44773600;NEC G9D;
9667;44773700;NEC MP5J1G1;
9668;44774300;Telit Datablock;
9669;44774800;Telit TEO;
9670;44775800;Telit TEO;
9671;44775900;Telit TE;
9672;44776000;Kenwood ER120;
9673;44776400;Motorola StarTAC 130;
9674;44776500;Motorola MG1-4E22;
9675;44776600;Motorola CD160;
9676;44776700;Motorola MP1-1B12;
9677;44776800;Motorola CD920;
9678;44776900;Motorola CD930;
9679;44779100;Panasonic EB-G600;
9680;44780600;Siemens S11E;
9681;44788000;Siemens S6 PCN Power E;
9682;44788100;Siemens S8 PCN Power E;
9683;44792800;Siemens S1088;
9684;44794000;Philips 74MP898;
9685;44796700;Samsung SGH-400;
9686;44796800;Siemens S10active;
9687;44799800;Panasonic EB-G450;
9688;44803500;Ecom Ex-Handy 02;
9689;44803700;NEC MP5J1G1;
9690;44805700;Siemens S1088D;
9691;44805800;Siemens S10D;
9692;44805900;Siemens E10D;
9693;44806000;Siemens S6 Power D;
9694;44808100;Panasonic EB-G450;
9695;44808800;Benefon Vega;
9696;44811300;Motorola CD160;
9697;44811400;Motorola D520;
9698;44811500;Motorola MP1-1D14;
9699;44811600;Motorola MG2-4C11;
9700;44811700;Motorola MG2-4C12;
9701;44811800;Motorola C520;
9702;44814400;Siemens Sony CMD-X2000DR;
9703;44814500;Siemens S10active;
9704;44817300;Siemens SL10;
9705;44819600;Nokia 6600;
9706;44821300;NEC DB2000;
9707;44821400;NEC MP5J1M1;
9708;44821500;NEC MP5J1P1;
9709;44821600;NEC DB2100;
9710;44821700;NEC DB2000;
9711;44821800;NEC DB2000;
9712;44821900;NEC MP5J1M1;
9713;44822000;NEC MP5J1S1;
9714;44822100;NEC MP5J1R1;
9715;44825300;Amio A108;
9716;44827300;Philips TCD 808 / A / TCD 808 / R;
9717;44828600;Telular TC-2101;
9718;44829300;Kenwood EN328;
9719;44830100;Siemens SL10D;
9720;44830800;Siemens SL1088;
9721;44830900;Siemens SL10 / SL10E;
9722;44831500;Samsung SGH-D600;
9723;44832300;Philips Diga;
9724;44833200;Siemens C11;
9725;44835900;Panasonic EB-G600;
9726;44842000;Acer G301 / G320 / XG818;
9727;44844600;Philips TCD 838 / TCD 838 / SP;
9728;44846400;Samsung SGH-550;
